player_id,skillcorner_name,fbref_name,player_finishing_skill
36436,José Artur de Lima Júnior,José Andrés Martínez,0.5115019610165399
5448,Josef Alexander Martínez,José Andrés Martínez,0.5115019610165399
23769,José Antonio Martínez Gil,José Andrés Martínez,0.5115019610165399
38452,Guzmán Corujo Bríccola,Giacomo Vrioni,0.5050448706150407
17480,Giacomo Vrioni,Giacomo Vrioni,0.5050448706150407
27173,Brian White,Brian White,0.4995586310310776
116527,Julián Fernández,Julián Fernández,0.4933229583723844
14002,Juan Camilo Hernández Suárez,Julián Fernández,0.4933229583723844
7359,Maya Yoshida,Maya Yoshida,0.4803879158137443
10936,Xherdan Shaqiri,Xherdan Shaqiri,0.4740181043926742
27152,Scott Caldwell,Scott Arfield,0.4713014747851324
24258,Liam Scott Fraser,Scott Arfield,0.4713014747851324
9594,Scott Arfield,Scott Arfield,0.4713014747851324
25439,Emanuel Reynoso,Emanuel Reynoso,0.4635536234791782
28745,Julián Simón Carranza,Julián Carranza,0.4608103055393218
110472,Dagur Dan Thórhallsson,Dagur Dan Þórhallsson,0.457708864993215
36591,Michael Halliday,Michael Boxall,0.4362643556974008
27142,Michael Boxall,Michael Boxall,0.4362643556974008
26300,Thiago Ezequiel Almada,Thiago Almada,0.4243911098540974
31159,Joe Bendik,Ben Bender,0.4100397012909706
67872,Ben Lundt,Ben Bender,0.4100397012909706
25465,Tristan Blackmon,Tristan Blackmon,0.3909039976201973
19526,Orrin McKinze Gaines II,McKinze Gaines,0.3902527835772338
18653,Jonathan Bond,Nathan Byrne,0.3836453989805293
18818,Nathan Byrne,Nathan Byrne,0.3836453989805293
133875,Diego Alexander Gómez Amarilla,Alexander Ring,0.3836226154298909
27170,Alexander Ring,Alexander Ring,0.3836226154298909
25169,Matheus Rossetto,Matheus Rossetto,0.3835732464852966
568,Alexandre Nascimento Costa Silva,Xande Silva,0.3805604607116078
27213,Jaylin Lindsey,Jaylin Lindsey,0.3788027110028565
2574,DeAndre Roselle Roselle Yedlin,Daniel Rosero,0.3705299632932086
25951,Carlos Terán Díaz,Carlos Terán,0.3621820720008162
16583,Dario Župarić,Dario Župarić,0.3572989802842387
2610,Denis Bouanga,Denis Bouanga,0.3556333899129212
360067,Christian McFarlane,Cristian Roldan,0.3515520864463097
24259,Cristian Roldán,Cristian Roldan,0.3515520864463097
33570,Yaw Yeboah,Yaw Yeboah,0.3507147382313659
9563,Santiago Arias Naranjo,Santiago Arias,0.3501469861361326
3943,Giorgio Chiellini,Giorgio Chiellini,0.344569429610547
124336,Jasper Löffelsend,Jasper Löffelsend,0.3418439022755465
11867,Wilder José Cartagena Mendoza,Wilder Cartagena,0.3349469665085189
30921,Ignacio Gil de Pareja Vicent,Wilder Cartagena,0.3349469665085189
16441,Mikael Uhre,Mikael Uhre,0.3332902787038657
13139,Jamal Thiaré,Mikael Uhre,0.3332902787038657
24205,Jakob Glesnes,Jakob Glesnes,0.3294923328866113
38285,Juan David Mosquera López,Juan David Mosquera,0.3267355681914048
653191,Gino Vivi Quesada,Juan David Mosquera,0.3267355681914048
31153,Cole Bassett,Cole Bassett,0.3257529522257182
34543,Jack Maher,Jack Maher,0.3240829359685207
36522,Jack Skahan,Jack Maher,0.3240829359685207
43221,Andres Jasson,Andres Jasson,0.3213635550861386
332763,Patrick Schulte,Patrick Agyemang,0.3156152664583725
581148,Patrick Agyemang,Patrick Agyemang,0.3156152664583725
28656,Claudio Nicolás Bravo,Claudio Bravo,0.3153934368724273
51554,Kervin Fabián Arriaga Villanueva,Kervin Arriaga,0.3089590673403662
34847,Matthew Hoppe,Matthew Hoppe,0.3087095660532197
27109,Matthew Hedges,Matthew Hoppe,0.3087095660532197
34294,Facundo Daniel Torres Pérez,Facundo Torres,0.3072547537916897
27161,Sebastien Uchechukwu Ibeagha,Sebastien Ibeagha,0.3068137202915074
35382,Eugene Ansah,Eugene Ansah,0.3037722829758515
5682,Kamil Jóźwiak,Kamil Jóźwiak,0.3004002012952341
31148,Clint Irwin,Calvin Harris,0.2947958951806181
334451,Calvin Jay Fodrey,Calvin Harris,0.2947958951806181
43223,Calvin Harris,Calvin Harris,0.2947958951806181
333059,Gavin Beavers,Calvin Harris,0.2947958951806181
27095,Diego Iván Rubio Kostner,Diego Rubio,0.288445983858215
26463,Álvaro Martin Barreal,Álvaro Barreal,0.2803855070936892
24899,Leonardo Campana Romero,Leonardo Campana,0.2785682848718729
31661,Leonardo Alves Chú Franco,Leonardo Campana,0.2785682848718729
36457,Mason Stajduhar,Mason Toye,0.2727995285706092
27137,Mason Toye,Mason Toye,0.2727995285706092
36491,Matt Bersano,Matt Polster,0.2697438694539359
31176,Wyatt Omsberg,Matt Polster,0.2697438694539359
36470,Matt Freese,Matt Polster,0.2697438694539359
25015,Matt Polster,Matt Polster,0.2697438694539359
333634,Isaiah Foster,Matt Polster,0.2697438694539359
27124,Christian Ramírez,Christian Ramirez,0.2632530170810869
11875,Raúl Mario Ruidíaz Misitich,Raúl Ruidíaz,0.2626051676996393
17914,Randall Enrique Leal Arley,Randall Leal,0.2605596337677532
36553,Julian Gressel,Julian Gressel,0.2573816573039998
657894,Julian Zakrewski Hall,Julian Gressel,0.2573816573039998
22122,Sam Surridge,Sam Surridge,0.2429887157060994
28242,Gregore de Magalhães da Silva,Georgios Koutsias,0.2372451631533674
30057,Georgios Koutsias,Georgios Koutsias,0.2372451631533674
27177,Ruan Gregorio Teixeira,Georgios Koutsias,0.2372451631533674
43791,Enzo Nahuel Copetti,Enzo Copetti,0.2358445176351962
332802,Luka Gavran,Lucas Zelarayán,0.2327164364716633
123139,Luca Petrasso,Lucas Zelarayán,0.2327164364716633
299527,Mauricio Aimar Cuevas,Mauricio Pineda,0.2190377883062931
36541,Mauricio Pineda,Mauricio Pineda,0.2190377883062931
10566,Tyler Boyd,Tyler Boyd,0.2151606098057918
27112,Michael David Barrios Puerta,Michael Barrios,0.2115347803303282
27219,Ilie Sánchez Farrés,Ilie Sánchez,0.2108693822696528
29462,Christopher Donald McVey,Christopher Donovan,0.1971994778238684
166529,Chris Donovan,Christopher Donovan,0.1971994778238684
14075,Emiliano Ariel Rigoni,Emiliano Rigoni,0.1951915685141858
36476,Ralph-William Johnson Priso-Mbongue,Emiliano Rigoni,0.1951915685141858
58946,Obed Gómez Vargas,Yeimar Gómez Andrade,0.1860924975977363
26275,Yeimar Pastor Gómez Andrade,Yeimar Gómez Andrade,0.1860924975977363
36444,Jimmy Gerardo Medranda Obando,Yeimar Gómez Andrade,0.1860924975977363
43212,Tomás Lían Romero Keubler,Fabian Herbers,0.1800379757483454
27090,Fabian Herbers,Fabian Herbers,0.1800379757483454
24103,Franck Boli,Franck Boli,0.1734940546310648
162415,Kerwin Andrés Calderón Vargas,Kerwin Vargas,0.1667530676925291
8916,Rémi Walter,Rémi Walter,0.1578897675601459
334229,Bret Halsey,Rémi Walter,0.1578897675601459
8755,Quentin Westberg,Rémi Walter,0.1578897675601459
332870,Devin Padelford,Evander,0.1562595430650011
1542,Bryan Josue Oviedo Jimenez,Bryan Oviedo,0.1535573251299644
39214,Dixon Jair Arroyo Espinoza,Dixon Arroyo,0.1530291706210066
26310,Braian Ezequiel Cufré,Braian Cufré,0.1529688448381801
27193,Marco Farfán,Marco Farfan,0.1526187182986945
24263,Nick Lima,Nick Lima,0.1500947243431091
34118,Birk Risa,Nick Lima,0.1500947243431091
19303,Rafael Czichos,Rafael Czichos,0.1481871433009829
123138,Lukas MacNaughton,Lukas MacNaughton,0.1449219527467019
25466,Diego Martín Rossi Marachlian,Diego Rossi,0.1392277083884514
27211,Josh Atencio,Joshua Atencio,0.1322302679444573
332777,Joshua Yaro,Joshua Atencio,0.1322302679444573
31168,Danny Leyva,Danny Leyva,0.1286267388581612
38158,Iván René Franco Díaz,Iván Franco,0.1238393033321428
27192,Jeremy Ebobisse,Jeremy Ebobisse,0.1227022608842481
17964,Mark Delgado,Marky Delgado,0.1221953277403924
31520,Ocimar de Almeida Júnior,Marky Delgado,0.1221953277403924
27158,Gustavo Leonardo Bou,Gustavo Bou,0.1161470450094228
27101,Danny Wilson,Danny Wilson,0.1156502843799631
25185,Talles Magno Bacelar Martins,Talles Magno,0.1130532279664285
13214,Sebastián Driussi,Sebastián Driussi,0.108159104134791
123132,Daniel Edelman,Daniel Edelman,0.105115909672581
11851,Pedro David Gallese Quiróz,Pedro Vite,0.1023639231324027
43751,Pedro Jeampierre Vite Uca,Pedro Vite,0.1023639231324027
24763,Nick Hagglund,Nick Hagglund,0.09570759484412
24745,Sean Nealis,Sean Nealis,0.0921457015817414
620927,Emeka Eneli,Sean Nealis,0.0921457015817414
27189,Julio César Cascante Solórzano,Julio Cascante,0.0914775376030762
27100,Kei Ansu Kamara,Kei Kamara,0.0820509493924002
332936,Lawson Sunderland,Yerson Mosquera,0.0785531757300874
35740,Yerson Mosquera Valdelamar,Yerson Mosquera,0.0785531757300874
4237,Héctor Miguel Herrera López,Héctor Herrera,0.077621558425943
